Len, Countries
4,;Liberia;Cuba;Nazi Germany;Finland
4,;Liberia;Cuba;Nazi Germany;Belgium
4,;Liberia;Cuba;Thailand;Hungary
4,;Liberia;Cuba;Empire of Japan;Belgium
4,;Empire of Japan;Dominican Republic;El Salvador;Honduras
4,;Empire of Japan;Iran;Iraq;Poland
4,;Empire of Japan;Iran;Iraq;Australia
4,;Empire of Japan;Iran;Iraq;Denmark
4,;Ethiopia;Soviet Union;Finland;Nazi Germany
4,;Peru;Ecuador;Finland;Nazi Germany
4,;Peru;Ecuador;Thailand;Hungary
4,;Thailand;El Salvador;Honduras;Dominican Republic
4,;Thailand;Poland;Iran;Iraq
4,;Thailand;Hungary;Egypt;Iraq
4,;Thailand;Hungary;Iran;Iraq
4,;Thailand;Hungary;Syria;Iraq
4,;Thailand;Hungary;Dominican Republic;Brazil
4,;Thailand;Hungary;Dominican Republic;Costa Rica
4,;Thailand;Hungary;Dominican Republic;Honduras
4,;Thailand;Hungary;Dominican Republic;Nicaragua
4,;Thailand;Hungary;Dominican Republic;Paraguay
4,;Thailand;Hungary;Saudi Arabia;Iraq
4,;Thailand;Hungary;Chile;Kingdom of Italy
4,;Nicaragua;Dominican Republic;Finland;Nazi Germany
4,;Dominican Republic;Nazi Germany;Finland;Costa Rica
4,;Dominican Republic;Nazi Germany;Finland;Brazil
4,;Dominican Republic;Nazi Germany;Finland;Honduras
4,;Dominican Republic;Nazi Germany;Finland;Paraguay
4,;Dominican Republic;Nazi Germany;El Salvador;Honduras
4,;Philippines;Nazi Germany;Finland;Egypt
4,;Philippines;Nazi Germany;Finland;Soviet Union
4,;Kingdom of Italy;Chile;Finland;Nazi Germany
4,;Kingdom of Italy;United Kingdom;Nazi Germany;Soviet Union
4,;Kingdom of Italy;Soviet Union;Finland;Nazi Germany
4,;Soviet Union;Nazi Germany;Colombia;Finland
4,;Pakistan;Iran;Armenia;Azerbaijan
4,;Pakistan;Iran;Iraq;Finland
4,;Pakistan;Iran;Iraq;Slovakia
4,;Pakistan;Iran;Iraq;Georgia
4,;Pakistan;Iran;Iraq;Italy
4,;Pakistan;Iran;Iraq;Ukraine
4,;Pakistan;Iran;Iraq;Denmark
4,;Pakistan;Iran;Iraq;Poland
4,;Pakistan;Iran;Iraq;Hungary
4,;Pakistan;Iran;Iraq;Australia
4,;Pakistan;Iran;Iraq;South Korea
4,;Pakistan;Iran;Iraq;Spain
4,;Syria;Iraq;Finland;Nazi Germany
4,;Nazi Germany;Iran;Iraq;Finland
4,;Nazi Germany;Iran;Iraq;Poland
4,;Nazi Germany;Iran;Iraq;Australia
4,;Nazi Germany;Iran;Iraq;Denmark
4,;Nazi Germany;Saudi Arabia;Finland;Iraq
4,;Nazi Germany;Egypt;Iraq;Finland
3,;Liberia;United Kingdom;Nazi Germany
3,;Liberia;Cuba;Slovakia
3,;Liberia;France;Nazi Germany
3,;Liberia;France;Empire of Japan
3,;Empire of Japan;Syria;Iraq
3,;Empire of Japan;Dominican Republic;Brazil
3,;Empire of Japan;Dominican Republic;Costa Rica
3,;Empire of Japan;Dominican Republic;United States
3,;Empire of Japan;Dominican Republic;Nicaragua
3,;Empire of Japan;Dominican Republic;Paraguay
3,;Empire of Japan;United States;Iraq
3,;Empire of Japan;United States;Cuba
3,;Empire of Japan;United States;Panama
3,;Empire of Japan;United States;Soviet Union
3,;Empire of Japan;Philippines;Poland
3,;Empire of Japan;Philippines;Soviet Union
3,;Empire of Japan;Philippines;Egypt
3,;Empire of Japan;Philippines;Bulgaria
3,;Empire of Japan;Ecuador;Peru
3,;Empire of Japan;Kingdom of Italy;Chile
3,;Empire of Japan;Kingdom of Italy;Soviet Union
3,;Empire of Japan;Cuba;Canada
3,;Empire of Japan;Colombia;Soviet Union
3,;Empire of Japan;Colombia;Poland
3,;Empire of Japan;Colombia;Bulgaria
3,;Empire of Japan;Soviet Union;Norway
3,;Empire of Japan;Soviet Union;Denmark
3,;Empire of Japan;Soviet Union;New Zealand
3,;Empire of Japan;Soviet Union;Ethiopia
3,;Empire of Japan;Soviet Union;Australia
3,;Empire of Japan;Soviet Union;Turkey
3,;Empire of Japan;Soviet Union;Luxembourg
3,;Empire of Japan;Ethiopia;Poland
3,;Empire of Japan;Ethiopia;Bulgaria
3,;Empire of Japan;Egypt;Norway
3,;Empire of Japan;Egypt;Iraq
3,;Empire of Japan;Saudi Arabia;Iraq
3,;Empire of Japan;Chile;Bulgaria
3,;Empire of Japan;Iran;Norway
3,;Empire of Japan;Iran;El Salvador
3,;Empire of Japan;Iran;Mongolia
3,;Empire of Japan;Iran;Luxembourg
3,;Empire of Japan;Iran;New Zealand
3,;Empire of Japan;Iran;Turkey
3,;Empire of Japan;Iran;Albania
3,;Empire of Japan;Iran;Belgium
3,;Empire of Japan;Iran;Bulgaria
3,;Empire of Japan;Canada;Iraq
3,;Empire of Japan;France;Iraq
3,;Bolivia;Finland;Nazi Germany
3,;Bolivia;Thailand;Hungary
3,;Russia;Ottoman Empire;United States
3,;Russia;Ottoman Empire;Sweden
3,;Uruguay;Finland;Nazi Germany
3,;Uruguay;Hungary;Thailand
3,;Ethiopia;Soviet Union;Slovakia
3,;Ethiopia;Soviet Union;Romania
3,;Ethiopia;Poland;Nazi Germany
3,;Ethiopia;Bulgaria;Nazi Germany
3,;Russian Empire;Ottoman Empire;Egypt
3,;Russian Empire;Ottoman Empire;Spain
3,;Russian Empire;Ottoman Empire;Austria
3,;Russian Empire;Hungary;Egypt
3,;Peru;Ecuador;Slovakia
3,;Peru;Ecuador;Spain
3,;Tunisia;Cuba;Israel
3,;Tunisia;Cuba;Belgium
3,;Ottoman Empire;Brazil;Portugal
3,;Ottoman Empire;British Empire;Spain
3,;Thailand;Cambodia;Soviet Union
3,;Thailand;Romania;Iran
3,;Thailand;Romania;Soviet Union
3,;Thailand;Soviet Union;Kingdom of Italy
3,;Thailand;El Salvador;Iran
3,;Thailand;Hungary;Mexico
3,;Thailand;Hungary;Guatemala
3,;Thailand;Hungary;Venezuela
3,;Thailand;Hungary;Panama
3,;Thailand;Hungary;Lebanon
3,;Thailand;Hungary;Haiti
3,;Thailand;Hungary;British Empire
3,;Thailand;Hungary;Argentina
3,;Thailand;Albania;Iran
3,;Thailand;Bulgaria;Chile
3,;Thailand;Bulgaria;Iran
3,;Nicaragua;Dominican Republic;Slovakia
3,;British Empire;Finland;Nazi Germany
3,;Dominican Republic;Slovakia;Costa Rica
3,;Dominican Republic;Slovakia;Brazil
3,;Dominican Republic;Slovakia;Honduras
3,;Dominican Republic;Slovakia;Paraguay
3,;Dominican Republic;Nazi Germany;United States
3,;Philippines;Slovakia;Egypt
3,;Philippines;Slovakia;Soviet Union
3,;Philippines;Romania;Soviet Union
3,;Philippines;Nazi Germany;Poland
3,;Philippines;Nazi Germany;Bulgaria
3,;Philippines;Hungary;Egypt
3,;Philippines;Libya;Egypt
3,;Kingdom of Italy;Chile;Spain
3,;Kingdom of Italy;Chile;Slovakia
3,;Kingdom of Italy;Soviet Union;Slovakia
3,;Libya;Egypt;Norway
3,;Libya;Egypt;Israel
3,;Libya;Egypt;Indonesia
3,;Libya;Egypt;Japan
3,;Libya;Egypt;Malaysia
3,;Soviet Union;Slovakia;Colombia
3,;Soviet Union;Romania;Colombia
3,;Soviet Union;Nazi Germany;Norway
3,;Soviet Union;Nazi Germany;United States
3,;Soviet Union;Nazi Germany;Denmark
3,;Soviet Union;Nazi Germany;New Zealand
3,;Soviet Union;Nazi Germany;Australia
3,;Soviet Union;Nazi Germany;Turkey
3,;Soviet Union;Nazi Germany;Luxembourg
3,;Pakistan;Iran;Latvia
3,;Pakistan;Iran;Romania
3,;Pakistan;Iran;Portugal
3,;Pakistan;Iran;Tonga
3,;Pakistan;Iran;Austria
3,;Pakistan;Iran;Mongolia
3,;Pakistan;Iran;Estonia
3,;Pakistan;Iran;Lithuania
3,;Pakistan;Iran;Malaysia
3,;Pakistan;Iran;Turkey
3,;Pakistan;Iran;Belgium
3,;Pakistan;Iran;Norway
3,;Pakistan;Iran;United Arab Emirates
3,;Pakistan;Iran;El Salvador
3,;Pakistan;Iran;Greece
3,;Pakistan;Iran;Germany
3,;Pakistan;Iran;Switzerland
3,;Pakistan;Iran;Afghanistan
3,;Pakistan;Iran;New Zealand
3,;Pakistan;Iran;Slovenia
3,;Pakistan;Iran;Singapore
3,;Pakistan;Iran;Bulgaria
3,;Pakistan;Iran;Luxembourg
3,;Pakistan;Iran;Jordan
3,;Pakistan;Iran;Iceland
3,;Pakistan;Iran;Czech Republic
3,;Pakistan;Iran;Montenegro
3,;Pakistan;Iran;Croatia
3,;Pakistan;Iran;Bahrain
3,;Pakistan;Iran;India
3,;Pakistan;Iran;Sweden
3,;Pakistan;Iran;Albania
3,;Pakistan;Iran;Bosnia and Herzegovina
3,;Pakistan;Canada;Iraq
3,;Pakistan;United States;Iraq
3,;Pakistan;France;Iraq
3,;Pakistan;United Kingdom;Iraq
3,;Guinea;Cuba;Belgium
3,;Venezuela;Nazi Germany;Finland
3,;Venezuela;Nazi Germany;United Kingdom
3,;Kuwait;Iraq;Israel
3,;Panama;Nazi Germany;Finland
3,;Panama;Nazi Germany;United States
3,;Syria;Iraq;Slovakia
3,;Syria;Iraq;Israel
3,;Republic of Ireland;Cuba;Belgium
3,;Argentina;Nazi Germany;Finland
3,;Argentina;Nazi Germany;United Kingdom
3,;Cuba;United States;Nazi Germany
3,;Cuba;Sudan;Israel
3,;Cuba;Canada;Nazi Germany
3,;Cuba;Mali;Belgium
3,;Cuba;Republic of the Congo;Belgium
3,;Cuba;Ghana;Belgium
3,;Cuba;Morocco;Israel
3,;Cuba;Morocco;Belgium
3,;Guatemala;Finland;Nazi Germany
3,;Lebanon;Finland;Nazi Germany
3,;Haiti;Finland;Nazi Germany
3,;Israel;Iraq;Egypt
3,;Israel;Iraq;Saudi Arabia
3,;Colombia;Poland;Nazi Germany
3,;Colombia;Bulgaria;Nazi Germany
3,;Nazi Germany;Mexico;Finland
3,;Nazi Germany;Iran;Norway
3,;Nazi Germany;Iran;El Salvador
3,;Nazi Germany;Iran;Luxembourg
3,;Nazi Germany;Iran;New Zealand
3,;Nazi Germany;Iran;Turkey
3,;Nazi Germany;Iran;Albania
3,;Nazi Germany;Iran;Belgium
3,;Nazi Germany;Iran;Bulgaria
3,;Nazi Germany;United States;Iraq
3,;Nazi Germany;Canada;Iraq
3,;Nazi Germany;France;Iraq
3,;Nazi Germany;Chile;Bulgaria
3,;Nazi Germany;United Kingdom;Iraq
3,;Nazi Germany;Egypt;Norway
3,;Egypt;Iraq;Slovakia
3,;Saudi Arabia;Iraq;Slovakia
2,;Cyprus;Turkey
2,;Fiji;United States
2,;Qatar;Iraq
2,;Liberia;Sierra Leone
2,;Empire of Japan;Argentina
2,;Empire of Japan;Bolivia
2,;Empire of Japan;Uruguay
2,;Empire of Japan;Venezuela
2,;Empire of Japan;Mexico
2,;Empire of Japan;Guatemala
2,;Empire of Japan;Lebanon
2,;Empire of Japan;Haiti
2,;Empire of Japan;British Empire
2,;Bolivia;Slovakia
2,;Bolivia;Spain
2,;San Marino;Ottoman Empire
2,;Russia;Eritrea
2,;Russia;Georgia
2,;Russia;Ukraine
2,;Russia;France
2,;Russia;Afghanistan
2,;Russia;Chad
2,;Uruguay;Slovakia
2,;Ethiopia;Eritrea
2,;Ethiopia;North Korea
2,;Ethiopia;Hungary
2,;Russian Empire;Italy
2,;Russian Empire;Afghanistan
2,;Russian Empire;French Empire
2,;Eritrea;Djibouti
2,;Eritrea;Yemen
2,;Antigua and Barbuda;Grenada
2,;Antigua and Barbuda;Cuba
2,;Angola;Republic of the Congo
2,;Ottoman Empire;Armenia
2,;Ottoman Empire;India
2,;Ottoman Empire;Romania
2,;Ottoman Empire;Serbia
2,;Ottoman Empire;Montenegro
2,;Ottoman Empire;New Zealand
2,;Ottoman Empire;Albania
2,;Thailand;Vietnam
2,;Thailand;North Korea
2,;Thailand;Laos
2,;British Empire;Slovakia
2,;British Empire;Afghanistan
2,;British Empire;Bhutan
2,;Dominican Republic;Spain
2,;Philippines;Vietnam
2,;Philippines;North Korea
2,;Philippines;People's Republic of China
2,;Dominica;Grenada
2,;Dominica;Cuba
2,;Kingdom of Italy;Sweden
2,;Libya;United States
2,;Libya;France
2,;Libya;Chad
2,;Libya;Australia
2,;Libya;Mozambique
2,;Soviet Union;Portugal
2,;Soviet Union;Italy
2,;Soviet Union;Somalia
2,;Soviet Union;Greece
2,;Soviet Union;Germany
2,;Soviet Union;Afghanistan
2,;Soviet Union;Israel
2,;Soviet Union;South Korea
2,;Indonesia;Cuba
2,;Indonesia;East Timor
2,;Guinea;France
2,;Saint Vincent and the Grenadines;Grenada
2,;Saint Vincent and the Grenadines;Cuba
2,;Tajikistan;Afghanistan
2,;Venezuela;Slovakia
2,;Algeria;Israel
2,;Brazil;Italy
2,;Somalia;Cuba
2,;Panama;Slovakia
2,;Mozambique;Uganda
2,;Tanzania;Uganda
2,;Republic of Ireland;France
2,;People's Republic of China;United States
2,;Argentina;Slovakia
2,;Cuba;Jamaica
2,;Cuba;Saint Lucia
2,;Cuba;India
2,;Cuba;Sweden
2,;Cuba;Spain
2,;Cuba;Barbados
2,;Barbados;Grenada
2,;Vietnam;United States
2,;North Korea;Norway
2,;North Korea;Colombia
2,;North Korea;Italy
2,;North Korea;United States
2,;North Korea;Canada
2,;North Korea;Greece
2,;North Korea;France
2,;North Korea;Denmark
2,;North Korea;United Kingdom
2,;North Korea;New Zealand
2,;North Korea;Belgium
2,;North Korea;Australia
2,;North Korea;India
2,;North Korea;Turkey
2,;North Korea;South Korea
2,;North Korea;Spain
2,;North Korea;Sweden
2,;North Korea;Luxembourg
2,;Grenada;Jamaica
2,;Grenada;Saint Lucia
2,;Grenada;United States
2,;Belarus;France
2,;Republic of the Congo;France
2,;Rwanda;Uganda
2,;Guatemala;Slovakia
2,;Lebanon;Slovakia
2,;Lebanon;Israel
2,;Haiti;Slovakia
2,;Ghana;France
2,;Israel;Jordan
2,;Colombia;Hungary
2,;Uzbekistan;Afghanistan
2,;Laos;United States
2,;Mexico;Slovakia
2,;Mexico;Italy
2,;Mexico;Portugal
2,;Mexico;Germany
2,;French Empire;Portugal
1,;Vanuatu
1,;Turkmenistan
1,;Nepal
1,;Cameroon
1,;Central African Republic
1,;Seychelles
1,;Oman
1,;Niger
1,;Burkina Faso
1,;Samoa
1,;Nigeria
1,;Papua New Guinea
1,;Burundi
1,;Bangladesh
1,;Moldova
1,;Democratic Republic of the Congo
1,;Senegal
1,;Suriname
1,;Kazakhstan
1,;Kenya
1,;Zambia
1,;Namibia
1,;Kyrgyzstan
1,;Benin
1,;Malawi
1,;Sri Lanka
1,;Zimbabwe
1,;Comoros
1,;Guinea-Bissau
1,;Mauritania
